id,display_name,orcid,author_position,is_corresponding,affiliations_id,affiliations_display_name,affiliations_ror,affiliations_country_code,affiliations_type,affiliations_lineage,affiliation_raw,doi,publication_year,type,is_oa,source_display_name,source_id,issn_l,host_organization,host_organization_name,landing_page_url,pdf_url,license,version
https://openalex.org/A5046251058,Abhijit Basu,https://orcid.org/0000-0002-7176-250X,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Experimental Laboratories of the Department of Dermatology and Allergic Diseases, Ulm University, Ulm, Germany. Abhijit.basu@alumni.uni-ulm.de",https://doi.org/10.1038/s41420-025-02751-y,2025,article,TRUE,Cell Death Discovery,https://openalex.org/S2764515074,2058-7716,https://openalex.org/P4310319965,Springer Nature,https://doi.org/10.1038/s41420-025-02751-y,https://www.nature.com/articles/s41420-025-02751-y.pdf,cc-by,publishedVersion
https://openalex.org/A5104313753,Marit O. E. Steiner,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Center for Integrated Quantum Science and Technology (IQST), Ulm University, Albert-Einstein-Allee 11, 89081 Ulm, Germany",https://doi.org/10.22331/q-2025-12-03-1928,2025,article,TRUE,Quantum,https://openalex.org/S4210226432,2521-327X,https://openalex.org/P4310317900,Verein zur Förderung des Open Access Publizierens in den Quantenwissenschaften,https://doi.org/10.22331/q-2025-12-03-1928,https://quantum-journal.org/papers/q-2025-12-03-1928/pdf/,cc-by,publishedVersion
https://openalex.org/A5111140520,Hao-Chen Hsiao,https://orcid.org/0000-0003-1915-6200,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Ulm University, Albert-Einstein-Allee 47, 89069 Ulm, Germany, Ulm, BW, 89069, GERMANY",https://doi.org/10.1149/1945-7111/ae2f9f,2025,article,TRUE,Journal of The Electrochemical Society,https://openalex.org/S138759888,0013-4651,https://openalex.org/P4310311669,Institute of Physics,https://doi.org/10.1149/1945-7111/ae2f9f,NA,cc-by,publishedVersion
https://openalex.org/A5023238489,Eleni Z. Giannopoulou,https://orcid.org/0009-0000-8803-670X,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Pediatrics and Adolescent Medicine, Division of Pediatric Endocrinology and Diabetes, Center for Rare Endocrine Diseases, Ulm University, Ulm, Germany",https://doi.org/10.1186/s40348-025-00214-z,2026,article,TRUE,Molecular and Cellular Pediatrics,https://openalex.org/S2764482269,2194-7791,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1186/s40348-025-00214-z,https://link.springer.com/content/pdf/10.1186/s40348-025-00214-z.pdf,cc-by,publishedVersion
https://openalex.org/A5124590591,Julia Baumeister,NA,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Global Development CMC Biologicals, Boehringer Ingelheim Pharma GmbH & Co. KG, Birkendorfer Strasse 65, 88397, Biberach an der Riss, Germany",https://doi.org/10.1038/s41598-026-40268-1,2026,article,TRUE,Scientific Reports,https://openalex.org/S196734849,2045-2322,https://openalex.org/P4310319908,Springer Nature,https://doi.org/10.1038/s41598-026-40268-1,https://www.nature.com/articles/s41598-026-40268-1_reference.pdf,cc-by-nc-nd,publishedVersion
https://openalex.org/A5006798449,Ana Macchia,https://orcid.org/0000-0001-7002-0793,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Ulm University, Clinic for Psychiatry/Psychotherapy III, Germany. Electronic address: ana.macchia@uni-ulm.de",https://doi.org/10.1016/j.jad.2025.120450,2025,article,TRUE,Journal of Affective Disorders,https://openalex.org/S113871862,0165-0327,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.jad.2025.120450,NA,cc-by,publishedVersion
https://openalex.org/A5068820436,Britta Höchsmann,https://orcid.org/0000-0003-2257-6601,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"1Institute of Transfusion Medicine, University of Ulm, Ulm, Germany",https://doi.org/10.1182/bloodadvances.2025019253,2026,article,TRUE,Blood Advances,https://openalex.org/S2764683450,2473-9529,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1182/bloodadvances.2025019253,https://ashpublications.org/bloodadvances/article-pdf/doi/10.1182/bloodadvances.2025019253/2501805/bloodadvances.2025019253.pdf,cc-by-nc-nd,publishedVersion
https://openalex.org/A5113928301,Lisa K. Puntigam,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Otorhinolaryngology, Head & Neck Surgery, Ulm University Medical Center, Frauensteige 12, 89075 Ulm, Germany",https://doi.org/10.3390/cancers17193215,2025,article,TRUE,Cancers,https://openalex.org/S168415115,2072-6694,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/cancers17193215,https://www.mdpi.com/2072-6694/17/19/3215/pdf?version=1759392580,cc-by,publishedVersion
https://openalex.org/A5008721759,Karmveer Singh,https://orcid.org/0000-0002-1237-7417,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Aging Research Center (ARC)  89081 Ulm Germany,https://doi.org/10.1002/advs.202504920,2025,article,TRUE,Advanced Science,https://openalex.org/S2737737698,2198-3844,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1002/advs.202504920,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202504920,cc-by,publishedVersion
https://openalex.org/A5120190179,Larissa Schöneburg,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Macromolecular and Organic Chemistry, Ulm University, Albert-Einstein-Allee 11, 89081, Ulm, Germany",https://doi.org/10.1039/d5tc02343b,2025,article,TRUE,Journal of Materials Chemistry C,https://openalex.org/S2500738039,2050-7526,https://openalex.org/P4310320556,Royal Society of Chemistry,https://doi.org/10.1039/d5tc02343b,https://pubs.rsc.org/en/content/articlepdf/2025/tc/d5tc02343b,cc-by,publishedVersion
https://openalex.org/A5002442029,Zongren Zhao,NA,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Neurology, Ulm university, Ulm, Germany",https://doi.org/10.1097/js9.0000000000003909,2025,article,TRUE,International Journal of Surgery,https://openalex.org/S67965910,1743-9159,https://openalex.org/P4310318547,Wolters Kluwer,https://doi.org/10.1097/js9.0000000000003909,NA,cc-by-nc-sa,publishedVersion
https://openalex.org/A5092268124,Stefanie Lietz,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Experimental and Clinical Pharmacology, Toxicology and Pharmacology of Natural Products, Ulm University Medical Center, 89081, Ulm, Germany",https://doi.org/10.1007/s00210-025-04744-1,2025,article,TRUE,Naunyn-Schmiedeberg s Archives of Pharmacology,https://openalex.org/S159534381,0028-1298,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s00210-025-04744-1,https://link.springer.com/content/pdf/10.1007/s00210-025-04744-1.pdf,cc-by,publishedVersion
https://openalex.org/A5006391910,Jochen Essers,https://orcid.org/0009-0000-3583-1953,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Section of Neonatology and Pediatric intensive care, Ulm University, Ulm, Germany",https://doi.org/10.1136/archdischild-2025-329407,2025,article,FALSE,Archives of Disease in Childhood Fetal & Neonatal,https://openalex.org/S35570472,1359-2998,https://openalex.org/P4310319945,BMJ,https://doi.org/10.1136/archdischild-2025-329407,NA,NA,publishedVersion
NA,Antonia Seitz,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Neurobiochemistry, Ulm University, Albert-Einstein-Allee 11, 89081, Ulm, Germany",https://doi.org/10.1186/s13024-025-00913-1,2025,article,TRUE,Molecular Neurodegeneration,https://openalex.org/S40861184,1750-1326,https://openalex.org/P4310320256,Springer Nature,https://doi.org/10.1186/s13024-025-00913-1,https://link.springer.com/content/pdf/10.1186/s13024-025-00913-1.pdf,cc-by,publishedVersion
https://openalex.org/A5044586700,Stefanie Braig,https://orcid.org/0000-0003-0757-5045,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Epidemiology and Medical Biometry, Ulm University, Helmholtzstraße 22, 89081, Ulm, Germany. stefanie.braig@uni-ulm.de",https://doi.org/10.1186/s12889-025-26066-w,2025,article,TRUE,BMC Public Health,https://openalex.org/S200437886,1471-2458,https://openalex.org/P4310320256,Springer Nature,https://doi.org/10.1186/s12889-025-26066-w,NA,cc-by,publishedVersion
https://openalex.org/A5006940736,Robin Haag,https://orcid.org/0000-0002-0837-4846,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Medical Engineering and Mechatronics, Ulm University of Applied Sciences, Albert-Einstein-Allee 55, 89081 Ulm, Germany",https://doi.org/10.3390/pharmaceutics18010072,2026,article,TRUE,Pharmaceutics,https://openalex.org/S30283931,1999-4923,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/pharmaceutics18010072,https://www.mdpi.com/1999-4923/18/1/72/pdf?version=1767615214,cc-by,publishedVersion
https://openalex.org/A5060870229,Dominik Stöckle,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Social Psychology, University of Ulm, Ulm, Germany",https://doi.org/10.1007/s11031-026-10197-7,2026,article,TRUE,Motivation and Emotion,https://openalex.org/S19400212,0146-7239,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s11031-026-10197-7,https://link.springer.com/content/pdf/10.1007/s11031-026-10197-7.pdf,cc-by,publishedVersion
https://openalex.org/A5038750351,Chantal Allgöwer,NA,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Molecular Oncology and Stem Cell Biology, Ulm University Hospital, Albert-Einstein-Allee 23, 89081, Ulm, Germany",https://doi.org/10.1186/s12943-025-02541-1,2026,article,TRUE,Molecular Cancer,https://openalex.org/S132829192,1476-4598,https://openalex.org/P4310320256,Springer Nature,https://doi.org/10.1186/s12943-025-02541-1,NA,cc-by,publishedVersion
https://openalex.org/A5128000120,Thomas Waldmann,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"HIU—Helmholtz Institute Ulm for Electrochemical Energy Storage, D-89081 Ulm, Germany",https://doi.org/10.1149/1945-7111/ae46e4,2026,article,TRUE,Journal of The Electrochemical Society,https://openalex.org/S138759888,0013-4651,https://openalex.org/P4310311669,Institute of Physics,https://doi.org/10.1149/1945-7111/ae46e4,NA,cc-by,publishedVersion
https://openalex.org/A5128892651,Andreas Lebedev,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Energy Engineering and Energy Economics, Ulm University of Applied Sciences, Ulm, Germany",https://doi.org/10.1109/access.2026.3672716,2026,article,TRUE,IEEE Access,https://openalex.org/S2485537415,2169-3536,https://openalex.org/P4310319808,Institute of Electrical and Electronics Engineers,https://doi.org/10.1109/access.2026.3672716,NA,cc-by,publishedVersion
https://openalex.org/A5003589733,Nataša Trkulja,https://orcid.org/0000-0003-2945-4869,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Distributed Systems, Ulm University, Ulm, Germany",https://doi.org/10.1145/3736130.3762691,2025,article,TRUE,NA,NA,NA,NA,NA,https://doi.org/10.1145/3736130.3762691,NA,cc-by,publishedVersion
https://openalex.org/A5100952415,Yuhua Ma,https://orcid.org/0009-0000-1072-6890,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"German Center for Neurodegenerative Diseases (DZNE), Ulm site, 89081, Ulm, Germany",https://doi.org/10.1038/s41380-025-03333-1,2025,article,TRUE,Molecular Psychiatry,https://openalex.org/S71149355,1359-4184,https://openalex.org/P4310319965,Springer Nature,https://doi.org/10.1038/s41380-025-03333-1,https://www.nature.com/articles/s41380-025-03333-1.pdf,cc-by,publishedVersion
https://openalex.org/A5028903823,Luisa Rzesny,https://orcid.org/0000-0003-1594-1148,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Institute of Organic Chemistry II and Advanced Materials Ulm University  Albert‐Einstein‐Allee 11 89081 Ulm Germany,https://doi.org/10.1002/anie.202516208,2025,article,TRUE,Angewandte Chemie International Edition,https://openalex.org/S67393510,1433-7851,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1002/anie.202516208,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202516208,cc-by,publishedVersion
https://openalex.org/A5065440334,Marvin Klimke,https://orcid.org/0000-0003-2647-9673,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Measurement, Control and Microtechnology, Ulm University, Ulm, Germany",https://doi.org/10.1109/mits.2025.3643199,2026,preprint,FALSE,IEEE Intelligent Transportation Systems Magazine,https://openalex.org/S131000621,1939-1390,https://openalex.org/P4310319808,Institute of Electrical and Electronics Engineers,https://doi.org/10.1109/mits.2025.3643199,NA,NA,publishedVersion
https://openalex.org/A5109791522,Yu Liu,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Universität Ulm,https://doi.org/10.1103/185z-nxt1,2026,preprint,TRUE,Physical Review Applied,https://openalex.org/S2764453006,2331-7019,https://openalex.org/P4310320261,American Physical Society,https://doi.org/10.1103/185z-nxt1,NA,cc-by,publishedVersion
https://openalex.org/A5114108706,Nicolai Jurek Gerber,https://orcid.org/0009-0009-6658-5367,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Universität Ulm - Ulm University [Ulm, Allemagne] (Helmholtzstraße 16, 89081 Ulm - Germany)",https://doi.org/10.3934/krm.2025021,2025,article,TRUE,Kinetic and Related Models,https://openalex.org/S145400011,1937-5077,https://openalex.org/P4310315844,American Institute of Mathematical Sciences,https://doi.org/10.3934/krm.2025021,https://www.aimsciences.org/data/article/export-pdf?id=68f2046550e6d258f0187826,cc-by,publishedVersion
https://openalex.org/A5030837197,Akbar Valaei,NA,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Chemical Engineering, Ulm University, Albert-Einstein-Allee 11, 89081 Ulm, Germany",https://doi.org/10.1016/j.cej.2025.168924,2025,article,TRUE,Chemical Engineering Journal,https://openalex.org/S149937609,1385-8947,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.cej.2025.168924,NA,cc-by,publishedVersion
NA,Jona Röscheise,https://orcid.org/0000-0002-8665-4026,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,Department of Gene Therapy University Ulm  Ulm Germany,https://doi.org/10.1002/biot.70135,2025,article,TRUE,Biotechnology Journal,https://openalex.org/S31411064,1860-6768,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1002/biot.70135,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/biot.70135,cc-by,publishedVersion
https://openalex.org/A5119886980,Stefanie Erlebach,NA,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Business Analytics, University of Ulm, Ulm, Germany",https://doi.org/10.1016/j.dss.2025.114546,2025,article,TRUE,Decision Support Systems,https://openalex.org/S11479521,0167-9236,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.dss.2025.114546,NA,cc-by,publishedVersion
https://openalex.org/A5116628746,Franziska Reinhard,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Humboldt Center for Philosophy and the Humanities, Ulm University, Ulm, Germany",https://doi.org/10.1007/s11229-025-05284-0,2025,article,TRUE,Synthese,https://openalex.org/S255146,0039-7857,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s11229-025-05284-0,https://link.springer.com/content/pdf/10.1007/s11229-025-05284-0.pdf,cc-by,publishedVersion
https://openalex.org/A5027728209,Robin Weßling,https://orcid.org/0000-0002-6055-4545,first,FALSE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Organic Chemistry II and Advanced Materials, Ulm University, Albert-Einstein-Allee 11, 89081 Ulm, Germany",https://doi.org/10.1021/acs.orglett.5c03752,2025,article,TRUE,Organic Letters,https://openalex.org/S201989124,1523-7052,https://openalex.org/P4310320006,American Chemical Society,https://doi.org/10.1021/acs.orglett.5c03752,NA,cc-by,publishedVersion
https://openalex.org/A5015272743,Holger Woehrle,https://orcid.org/0000-0001-6588-5039,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Schlaf- und Beatmungszentrum Blaubeuren, Lungenzentrum Ulm, Olgastr. 83, 89073, Ulm, Deutschland. hwoehrle@lungenzentrum-ulm.de",https://doi.org/10.1007/s00108-025-02006-z,2025,article,FALSE,Die Innere Medizin,https://openalex.org/S4387280290,2731-7080,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s00108-025-02006-z,NA,NA,publishedVersion
https://openalex.org/A5034005004,Alexander Behnke,https://orcid.org/0000-0002-4128-9627,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Clinical & Biological Psychology, Institute of Psychology and Education, Ulm University, D-89081 Ulm, Germany",https://doi.org/10.1016/j.bbi.2026.106825,2025,preprint,TRUE,Brain Behavior and Immunity,https://openalex.org/S102243518,0889-1591,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.bbi.2026.106825,NA,cc-by,publishedVersion
https://openalex.org/A5015272743,Holger Woehrle,https://orcid.org/0000-0001-6588-5039,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Sleep and Ventilation Center Blaubeuren, Lung Center Ulm, Olgastr. 83, Ulm, 89,073, Germany. hwoehrle@lungenzentrum-ulm.de",https://doi.org/10.1007/s11325-025-03517-7,2025,article,TRUE,Sleep And Breathing,https://openalex.org/S169018744,1520-9512,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s11325-025-03517-7,https://link.springer.com/content/pdf/10.1007/s11325-025-03517-7.pdf,cc-by-nc-nd,publishedVersion
https://openalex.org/A5068697510,Franziska Marek,NA,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Psychiatry and Psychotherapy II, Ulm University, Ulm, Guenzburg, Germany",https://doi.org/10.1371/journal.pone.0334964,2025,article,TRUE,PLoS ONE,https://openalex.org/S202381698,1932-6203,https://openalex.org/P4310315706,Public Library of Science,https://doi.org/10.1371/journal.pone.0334964,NA,cc-by,publishedVersion
https://openalex.org/A5028989061,Angela Rosenbohm,https://orcid.org/0000-0001-9700-0338,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Department of Neurology, University Hospital Ulm, Oberer Eselsberg 45, 89081, Ulm, Germany. angela.rosenbohm@uni-ulm.de",https://doi.org/10.1007/s00415-025-13468-4,2025,article,TRUE,Journal of Neurology,https://openalex.org/S175814247,0340-5354,https://openalex.org/P4310319900,Springer Nature,https://doi.org/10.1007/s00415-025-13468-4,https://link.springer.com/content/pdf/10.1007/s00415-025-13468-4.pdf,cc-by,publishedVersion
https://openalex.org/A5054795067,Patrick Thiam,https://orcid.org/0000-0002-6769-8410,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Medical Systems Biology, Ulm University, Albert-Einstein-Allee 11, 89069 Ulm, Germany",https://doi.org/10.3390/computers14110457,2025,article,TRUE,Computers,https://openalex.org/S4210228075,2073-431X,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/computers14110457,https://www.mdpi.com/2073-431X/14/11/457/pdf?version=1761271066,cc-by,publishedVersion
https://openalex.org/A5044482615,Andrey A. Koverga,https://orcid.org/0000-0001-7417-0959,first,TRUE,https://openalex.org/I196349391,Universität Ulm,https://ror.org/032000t02,DE,education,https://openalex.org/I196349391,"Institute of Theoretical Chemistry, Ulm University, Ulm, Germany",https://doi.org/10.1016/j.apsusc.2025.164918,2025,article,TRUE,Applied Surface Science,https://openalex.org/S42323631,0169-4332,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.apsusc.2025.164918,NA,cc-by,publishedVersion
